protein1 protein2 combined_score
511145.b2277 511145.b2137 226
511145.b2277 511145.b1109 900
511145.b2277 511145.b2285 995
511145.b2278 511145.b2288 996
511145.b2278 511145.b0571 181
511145.b2278 511145.b2277 996
511145.b2278 511145.b0694 181
511145.b2278 511145.b2482 493
511145.b2278 511145.b2285 988
511145.b2278 511145.b1109 900
511145.b2278 511145.b1803 188
511145.b2278 511145.b2079 181
511145.b2278 511145.b2488 717
511145.b2278 511145.b1608 181
511145.b2278 511145.b4398 181
511145.b2278 511145.b0872 188
511145.b2278 511145.b1130 181
511145.b2278 511145.b2286 996
511145.b2278 511145.b1378 550
511145.b2278 511145.b4079 540
511145.b2278 511145.b2279 995
511145.b2278 511145.b1392 188
511145.b2278 511145.b2723 493
511145.b2278 511145.b1969 181
511145.b2278 511145.b4401 181
511145.b2278 511145.b3405 181
511145.b2278 511145.b2281 989
511145.b2278 511145.b2280 997
511145.b2278 511145.b3025 181
511145.b2278 511145.b3912 181
511145.b2278 511145.b2284 992
511145.b2278 511145.b2525 188
511145.b2278 511145.b2562 403
511145.b2278 511145.b2486 493
511145.b2278 511145.b2276 995
511145.b2278 511145.b0995 181
511145.b2278 511145.b2282 995
511145.b2278 511145.b2287 990
511145.b2278 511145.b0399 181
511145.b2278 511145.b2236 188
511145.b2278 511145.b2720 717
511145.b2278 511145.b4113 181
511145.b2278 511145.b2283 990
511145.b2278 511145.b0947 188
511145.b2279 511145.b2288 998
511145.b2279 511145.b0571 208
511145.b2279 511145.b2277 995
511145.b2279 511145.b0694 208
511145.b2279 511145.b2285 992
511145.b2279 511145.b1109 900
511145.b2279 511145.b1803 242
511145.b2279 511145.b2079 208
511145.b2279 511145.b2488 767
511145.b2279 511145.b1608 208
511145.b2279 511145.b1130 208
511145.b2279 511145.b4398 208
511145.b2279 511145.b0872 242
511145.b2279 511145.b1378 614
511145.b2279 511145.b2286 998
511145.b2279 511145.b4079 540
511145.b2279 511145.b1392 242
511145.b2279 511145.b4401 208
511145.b2279 511145.b1969 208
511145.b2279 511145.b3405 208
511145.b2279 511145.b2281 991
511145.b2279 511145.b3025 208
511145.b2279 511145.b2280 998
511145.b2279 511145.b2525 242
511145.b2279 511145.b3912 208
511145.b2279 511145.b2284 992
511145.b2279 511145.b2276 997
511145.b2279 511145.b2562 499
511145.b2279 511145.b2282 996
511145.b2279 511145.b0995 208
511145.b2279 511145.b0399 208
511145.b2279 511145.b2484 586
511145.b2279 511145.b2287 994
511145.b2279 511145.b4113 208
511145.b2279 511145.b2236 242
511145.b2279 511145.b2720 767
511145.b2279 511145.b0947 242
511145.b2279 511145.b2278 995
511145.b2279 511145.b2283 992
511145.b2280 511145.b2562 498
511145.b2280 511145.b2276 998
511145.b2280 511145.b3912 256
511145.b2280 511145.b2525 242
511145.b2280 511145.b2284 992
511145.b2280 511145.b2283 992
511145.b2280 511145.b0947 242
511145.b2280 511145.b2278 997
511145.b2280 511145.b2236 242
511145.b2280 511145.b2720 767
511145.b2280 511145.b4113 256
511145.b2280 511145.b2484 586
511145.b2280 511145.b2287 995
511145.b2280 511145.b0399 256
511145.b2280 511145.b0995 256
511145.b2280 511145.b2282 999
511145.b2280 511145.b3405 256
511145.b2280 511145.b1969 256
511145.b2280 511145.b4401 256
511145.b2280 511145.b2279 998
511145.b2280 511145.b1392 242
511145.b2280 511145.b4079 540
511145.b2280 511145.b3025 256
511145.b2280 511145.b2281 994
511145.b2280 511145.b2488 767
511145.b2280 511145.b2079 256
511145.b2280 511145.b1803 242
511145.b2280 511145.b2286 999
511145.b2280 511145.b1378 556
511145.b2280 511145.b0872 242
511145.b2280 511145.b4398 256
511145.b2280 511145.b1130 256
511145.b2280 511145.b1608 256
511145.b2280 511145.b2277 997
511145.b2280 511145.b0571 256
511145.b2280 511145.b2288 998
511145.b2280 511145.b1109 900
511145.b2280 511145.b2285 992
511145.b2280 511145.b0694 256
511145.b2281 511145.b1606 181
511145.b2281 511145.b3620 252
511145.b2281 511145.b2666 250
511145.b2281 511145.b2719 183
511145.b2281 511145.b0872 269
511145.b2281 511145.b2079 192
511145.b2281 511145.b2426 181
511145.b2281 511145.b1109 900
511145.b2281 511145.b0037 186
511145.b2281 511145.b2137 181
511145.b2281 511145.b1619 181
511145.b2281 511145.b0596 181
511145.b2281 511145.b2277 994
511145.b2281 511145.b4167 241
511145.b2281 511145.b2720 540
511145.b2281 511145.b2484 411
511145.b2281 511145.b0399 192
511145.b2281 511145.b0995 192
511145.b2281 511145.b2282 997
511145.b2281 511145.b3825 392
511145.b2281 511145.b1410 392
511145.b2281 511145.b1000 245
511145.b2281 511145.b2284 996
511145.b2281 511145.b3621 252
511145.b2281 511145.b2195 218
511145.b2281 511145.b3527 406
511145.b2281 511145.b0476 282
511145.b2281 511145.b2721 212
511145.b2281 511145.b4079 540
511145.b2281 511145.b2286 999
511145.b2281 511145.b1378 471
511145.b2281 511145.b0430 329
511145.b2281 511145.b1130 192
511145.b2281 511145.b4398 192
511145.b2281 511145.b1608 192
511145.b2281 511145.b4249 181
511145.b2281 511145.b1631 355
511145.b2281 511145.b3207 264
511145.b2281 511145.b3623 252
511145.b2281 511145.b4211 420
511145.b2281 511145.b2902 181
511145.b2281 511145.b0318 268
511145.b2281 511145.b2622 179
511145.b2281 511145.b0525 266
511145.b2281 511145.b4309 282
511145.b2281 511145.b2283 996
511145.b2281 511145.b2287 996
511145.b2281 511145.b1559 245
511145.b2281 511145.b1697 224
511145.b2281 511145.b2836 186
511145.b2281 511145.b2774 181
511145.b2281 511145.b1695 241
511145.b2281 511145.b0015 245
511145.b2281 511145.b3025 192
511145.b2281 511145.b3405 192
511145.b2281 511145.b1805 186
511145.b2281 511145.b1629 355
511145.b2281 511145.b2489 183
511145.b2281 511145.b0432 279
511145.b2281 511145.b1392 269
511145.b2281 511145.b3363 266
511145.b2281 511145.b2237 264
511145.b2281 511145.b0221 241
511145.b2281 511145.b1945 395
511145.b2281 511145.b2488 540
511145.b2281 511145.b1093 181
511145.b2281 511145.b1803 269
511145.b2281 511145.b4187 241
511145.b2281 511145.b2285 994
511145.b2281 511145.b1630 355
511145.b2281 511145.b1632 355
511145.b2281 511145.b0571 192
511145.b2281 511145.b2288 995
511145.b2281 511145.b2278 989
511145.b2281 511145.b2236 269
511145.b2281 511145.b4113 192
511145.b2281 511145.b0431 329
511145.b2281 511145.b1627 354
511145.b2281 511145.b2276 993
511145.b2281 511145.b0039 241
511145.b2281 511145.b0183 250
511145.b2281 511145.b2525 269
511145.b2281 511145.b3912 192
511145.b2281 511145.b2541 181
511145.b2281 511145.b2770 224
511145.b2281 511145.b4266 181
511145.b2281 511145.b0041 224
511145.b2281 511145.b3152 420
511145.b2281 511145.b2260 186
511145.b2281 511145.b1701 186
511145.b2281 511145.b2842 181
511145.b2281 511145.b2487 212
511145.b2281 511145.b0694 192
511145.b2281 511145.b3003 181
511145.b2281 511145.b0869 420
511145.b2281 511145.b0947 269
511145.b2281 511145.b2204 207
511145.b2281 511145.b1494 406
511145.b2281 511145.b1271 181
511145.b2281 511145.b1094 594
511145.b2281 511145.b3632 252
511145.b2281 511145.b2705 181
511145.b2281 511145.b2280 994
511145.b2281 511145.b0992 207
511145.b2281 511145.b1969 192
511145.b2281 511145.b4401 192
511145.b2281 511145.b2279 991
511145.b2282 511145.b4309 347
511145.b2282 511145.b3003 245
511145.b2282 511145.b0869 624
511145.b2282 511145.b0694 208
511145.b2282 511145.b0525 459
511145.b2282 511145.b3623 455
511145.b2282 511145.b4211 624
511145.b2282 511145.b2902 245
511145.b2282 511145.b0318 464
511145.b2282 511145.b2487 200
511145.b2282 511145.b3207 455
511145.b2282 511145.b2842 245
511145.b2282 511145.b0430 502
511145.b2282 511145.b4398 208
511145.b2282 511145.b1130 208
511145.b2282 511145.b1608 208
511145.b2282 511145.b4249 245
511145.b2282 511145.b2286 999
511145.b2282 511145.b1378 703
511145.b2282 511145.b2279 996
511145.b2282 511145.b1392 459
511145.b2282 511145.b3405 208
511145.b2282 511145.b4463 169
511145.b2282 511145.b2979 169
511145.b2282 511145.b1969 208
511145.b2282 511145.b4401 208
511145.b2282 511145.b0432 465
511145.b2282 511145.b2280 999
511145.b2282 511145.b3025 208
511145.b2282 511145.b1094 933
511145.b2282 511145.b2774 245
511145.b2282 511145.b3632 455
511145.b2282 511145.b2705 245
511145.b2282 511145.b1271 245
511145.b2282 511145.b2133 169
511145.b2282 511145.b1494 487
511145.b2282 511145.b2287 999
511145.b2282 511145.b2283 995
511145.b2282 511145.b0947 459
511145.b2282 511145.b0571 208
511145.b2282 511145.b1687 169
511145.b2282 511145.b2288 999
511145.b2282 511145.b1619 245
511145.b2282 511145.b0596 245
511145.b2282 511145.b2277 999
511145.b2282 511145.b2137 245
511145.b2282 511145.b1109 900
511145.b2282 511145.b2285 996
511145.b2282 511145.b2426 245
511145.b2282 511145.b1803 459
511145.b2282 511145.b2488 820
511145.b2282 511145.b1093 245
511145.b2282 511145.b2079 208
511145.b2282 511145.b0872 459
511145.b2282 511145.b3363 459
511145.b2282 511145.b1606 245
511145.b2282 511145.b2237 455
511145.b2282 511145.b3620 455
511145.b2282 511145.b3152 624
511145.b2282 511145.b4079 540
511145.b2282 511145.b4266 245
511145.b2282 511145.b2721 200
511145.b2282 511145.b3527 487
511145.b2282 511145.b0476 347
511145.b2282 511145.b2281 997
511145.b2282 511145.b3621 455
511145.b2282 511145.b4468 169
511145.b2282 511145.b3912 208
511145.b2282 511145.b2284 997
511145.b2282 511145.b2525 459
511145.b2282 511145.b2541 245
511145.b2282 511145.b2562 614
511145.b2282 511145.b3825 511
511145.b2282 511145.b1410 511
511145.b2282 511145.b2276 999
511145.b2282 511145.b2484 581
511145.b2282 511145.b0431 502
511145.b2282 511145.b0399 208
511145.b2282 511145.b0995 208
511145.b2282 511145.b2278 995
511145.b2282 511145.b2720 820
511145.b2282 511145.b2236 459
511145.b2282 511145.b4113 208
511145.b2283 511145.b0947 281
511145.b2283 511145.b2133 195
511145.b2283 511145.b1494 587
511145.b2283 511145.b1094 786
511145.b2283 511145.b0211 181
511145.b2283 511145.b2280 992
511145.b2283 511145.b4401 256
511145.b2283 511145.b1969 256
511145.b2283 511145.b2979 195
511145.b2283 511145.b2279 992
511145.b2283 511145.b1701 250
511145.b2283 511145.b2260 250
511145.b2283 511145.b4153 262
511145.b2283 511145.b0694 256
511145.b2283 511145.b0869 531
511145.b2283 511145.b4113 256
511145.b2283 511145.b2236 281
511145.b2283 511145.b2278 990
511145.b2283 511145.b0431 502
511145.b2283 511145.b2276 995
511145.b2283 511145.b3912 256
511145.b2283 511145.b2525 281
511145.b2283 511145.b0183 453
511145.b2283 511145.b4468 195
511145.b2283 511145.b2281 996
511145.b2283 511145.b3152 531
511145.b2283 511145.b2488 823
511145.b2283 511145.b1803 281
511145.b2283 511145.b2285 999
511145.b2283 511145.b2288 995
511145.b2283 511145.b1687 195
511145.b2283 511145.b0571 256
511145.b2283 511145.b1559 325
511145.b2283 511145.b2287 999
511145.b2283 511145.b2836 250
511145.b2283 511145.b0015 325
511145.b2283 511145.b3025 256
511145.b2283 511145.b0424 457
511145.b2283 511145.b0432 465
511145.b2283 511145.b1805 250
511145.b2283 511145.b4463 195
511145.b2283 511145.b3405 256
511145.b2283 511145.b1392 281
511145.b2283 511145.b1378 778
511145.b2283 511145.b2286 999
511145.b2283 511145.b1608 256
511145.b2283 511145.b4398 256
511145.b2283 511145.b1130 256
511145.b2283 511145.b0430 502
511145.b2283 511145.b0724 262
511145.b2283 511145.b0318 455
511145.b2283 511145.b4211 531
511145.b2283 511145.b4309 479
511145.b2283 511145.b2720 823
511145.b2283 511145.b4167 260
511145.b2283 511145.b2282 995
511145.b2283 511145.b0995 256
511145.b2283 511145.b0399 256
511145.b2283 511145.b2484 546
511145.b2283 511145.b4173 165
511145.b2283 511145.b1410 528
511145.b2283 511145.b2562 620
511145.b2283 511145.b3825 528
511145.b2283 511145.b2284 999
511145.b2283 511145.b1000 325
511145.b2283 511145.b2195 279
511145.b2283 511145.b3006 165
511145.b2283 511145.b0476 479
511145.b2283 511145.b3527 587
511145.b2283 511145.b4079 540
511145.b2283 511145.b0872 281
511145.b2283 511145.b2079 256
511145.b2283 511145.b0037 250
511145.b2283 511145.b1109 900
511145.b2283 511145.b2277 995
511145.b2284 511145.b0872 402
511145.b2284 511145.b2079 208
511145.b2284 511145.b0037 250
511145.b2284 511145.b1109 904
511145.b2284 511145.b2277 996
511145.b2284 511145.b2282 997
511145.b2284 511145.b0995 208
511145.b2284 511145.b0399 208
511145.b2284 511145.b2484 546
511145.b2284 511145.b2720 767
511145.b2284 511145.b4167 260
511145.b2284 511145.b1000 279
511145.b2284 511145.b1410 528
511145.b2284 511145.b2562 500
511145.b2284 511145.b3825 528
511145.b2284 511145.b0476 479
511145.b2284 511145.b3527 544
511145.b2284 511145.b2195 279
511145.b2284 511145.b4079 908
511145.b2284 511145.b1608 208
511145.b2284 511145.b1130 208
511145.b2284 511145.b4398 208
511145.b2284 511145.b0430 502
511145.b2284 511145.b1378 653
511145.b2284 511145.b2286 998
511145.b2284 511145.b0318 463
511145.b2284 511145.b4211 513
511145.b2284 511145.b4309 479
511145.b2284 511145.b1559 279
511145.b2284 511145.b2287 997
511145.b2284 511145.b2283 999
511145.b2284 511145.b2836 250
511145.b2284 511145.b3025 208
511145.b2284 511145.b0015 279
511145.b2284 511145.b1392 402
511145.b2284 511145.b0432 465
511145.b2284 511145.b1805 250
511145.b2284 511145.b4463 195
511145.b2284 511145.b3405 208
511145.b2284 511145.b1803 402
511145.b2284 511145.b2488 767
511145.b2284 511145.b2285 999
511145.b2284 511145.b2288 995
511145.b2284 511145.b0571 208
511145.b2284 511145.b1687 195
511145.b2284 511145.b0431 502
511145.b2284 511145.b4113 208
511145.b2284 511145.b2236 328
511145.b2284 511145.b2278 992
511145.b2284 511145.b3912 208
511145.b2284 511145.b2525 328
511145.b2284 511145.b4468 195
511145.b2284 511145.b0183 453
511145.b2284 511145.b2276 995
511145.b2284 511145.b2281 996
511145.b2284 511145.b3152 513
511145.b2284 511145.b1701 250
511145.b2284 511145.b2260 250
511145.b2284 511145.b0694 208
511145.b2284 511145.b0869 513
511145.b2284 511145.b3734 289
511145.b2284 511145.b0947 467
511145.b2284 511145.b1494 544
511145.b2284 511145.b2133 195
511145.b2284 511145.b2280 992
511145.b2284 511145.b2222 191
511145.b2284 511145.b1094 744
511145.b2284 511145.b2279 992
511145.b2284 511145.b4401 208
511145.b2284 511145.b1969 208
511145.b2284 511145.b2979 195
511145.b2285 511145.b2195 273
511145.b2285 511145.b3527 540
511145.b2285 511145.b0476 476
511145.b2285 511145.b4079 908
511145.b2285 511145.b2208 802
511145.b2285 511145.b4167 260
511145.b2285 511145.b2720 767
511145.b2285 511145.b2878 614
511145.b2285 511145.b0399 208
511145.b2285 511145.b2484 485
511145.b2285 511145.b2282 996
511145.b2285 511145.b0995 208
511145.b2285 511145.b1410 485
511145.b2285 511145.b2562 500
511145.b2285 511145.b3825 485
511145.b2285 511145.b1000 454
511145.b2285 511145.b2284 999
511145.b2285 511145.b1109 900
511145.b2285 511145.b0037 250
511145.b2285 511145.b2277 995
511145.b2285 511145.b0872 330
511145.b2285 511145.b2079 208
511145.b2285 511145.b0015 454
511145.b2285 511145.b3025 208
511145.b2285 511145.b4463 169
511145.b2285 511145.b3405 208
511145.b2285 511145.b0432 465
511145.b2285 511145.b1805 250
511145.b2285 511145.b1392 279
511145.b2285 511145.b2283 999
511145.b2285 511145.b2287 995
511145.b2285 511145.b1559 454
511145.b2285 511145.b2836 250
511145.b2285 511145.b4211 531
511145.b2285 511145.b0318 470
511145.b2285 511145.b1628 224
511145.b2285 511145.b0304 175
511145.b2285 511145.b4309 476
511145.b2285 511145.b2286 996
511145.b2285 511145.b1378 698
511145.b2285 511145.b4398 208
511145.b2285 511145.b1130 208
511145.b2285 511145.b0430 502
511145.b2285 511145.b1608 208
511145.b2285 511145.b1276 168
511145.b2285 511145.b0724 165
511145.b2285 511145.b2281 994
511145.b2285 511145.b3152 531
511145.b2285 511145.b2278 988
511145.b2285 511145.b4113 208
511145.b2285 511145.b2236 279
511145.b2285 511145.b0431 502
511145.b2285 511145.b2276 995
511145.b2285 511145.b0183 453
511145.b2285 511145.b4468 169
511145.b2285 511145.b2525 279
511145.b2285 511145.b3912 208
511145.b2285 511145.b0571 208
511145.b2285 511145.b1687 169
511145.b2285 511145.b2288 996
511145.b2285 511145.b2468 294
511145.b2285 511145.b2488 767
511145.b2285 511145.b1978 181
511145.b2285 511145.b3857 212
511145.b2285 511145.b1803 279
511145.b2285 511145.b1094 804
511145.b2285 511145.b2280 992
511145.b2285 511145.b2979 169
511145.b2285 511145.b4401 208
511145.b2285 511145.b1969 208
511145.b2285 511145.b2279 992
511145.b2285 511145.b0436 457
511145.b2285 511145.b0947 279
511145.b2285 511145.b2133 169
511145.b2285 511145.b1494 540
511145.b2285 511145.b4153 165
511145.b2285 511145.b0694 208
511145.b2285 511145.b0869 531
511145.b2285 511145.b1701 250
511145.b2285 511145.b2260 250
511145.b2285 511145.b2887 294
511145.b2285 511145.b0771 168
511145.b2286 511145.b3025 610
511145.b2286 511145.b2287 999
511145.b2286 511145.b2902 683
511145.b2286 511145.b4211 973
511145.b2286 511145.b4309 802
511145.b2286 511145.b1378 981
511145.b2286 511145.b4249 683
511145.b2286 511145.b1608 610
511145.b2286 511145.b1276 369
511145.b2286 511145.b0476 802
511145.b2286 511145.b3527 858
511145.b2286 511145.b2721 239
511145.b2286 511145.b4079 540
511145.b2286 511145.b4167 785
511145.b2286 511145.b4143 190
511145.b2286 511145.b0399 610
511145.b2286 511145.b1410 802
511145.b2286 511145.b2284 998
511145.b2286 511145.b1109 900
511145.b2286 511145.b0596 683
511145.b2286 511145.b1619 683
511145.b2286 511145.b0872 837
511145.b2286 511145.b2719 152
511145.b2286 511145.b4175 273
511145.b2286 511145.b2426 683
511145.b2286 511145.b0191 157
511145.b2286 511145.b3632 802
511145.b2286 511145.b1094 963
511145.b2286 511145.b1969 610
511145.b2286 511145.b2979 461
511145.b2286 511145.b2279 998
511145.b2286 511145.b0947 881
511145.b2286 511145.b1271 683
511145.b2286 511145.b2133 461
511145.b2286 511145.b4153 199
511145.b2286 511145.b3846 318
511145.b2286 511145.b0694 610
511145.b2286 511145.b0869 973
511145.b2286 511145.b3003 683
511145.b2286 511145.b4154 161
511145.b2286 511145.b3733 175
511145.b2286 511145.b2236 831
511145.b2286 511145.b2278 996
511145.b2286 511145.b0039 420
511145.b2286 511145.b2486 709
511145.b2286 511145.b2541 683
511145.b2286 511145.b2525 831
511145.b2286 511145.b4468 461
511145.b2286 511145.b2285 996
511145.b2286 511145.b1687 461
511145.b2286 511145.b0571 610
511145.b2286 511145.b2468 293
511145.b2286 511145.b4174 273
511145.b2286 511145.b2488 987
511145.b2286 511145.b1803 837
511145.b2286 511145.b1695 420
511145.b2286 511145.b0727 215
511145.b2286 511145.b2774 683
511145.b2286 511145.b2489 152
511145.b2286 511145.b0432 802
511145.b2286 511145.b2723 709
511145.b2286 511145.b4463 461
511145.b2286 511145.b3405 610
511145.b2286 511145.b1392 837
511145.b2286 511145.b3731 235
511145.b2286 511145.b2283 999
511145.b2286 511145.b0318 802
511145.b2286 511145.b3623 802
511145.b2286 511145.b0115 215
511145.b2286 511145.b0525 802
511145.b2286 511145.b2482 709
511145.b2286 511145.b2483 807
511145.b2286 511145.b1130 610
511145.b2286 511145.b4398 610
511145.b2286 511145.b0430 802
511145.b2286 511145.b0724 199
511145.b2286 511145.b0928 155
511145.b2286 511145.b3207 802
511145.b2286 511145.b3621 802
511145.b2286 511145.b2720 987
511145.b2286 511145.b2282 999
511145.b2286 511145.b0995 610
511145.b2286 511145.b2484 802
511145.b2286 511145.b3825 802
511145.b2286 511145.b2562 973
511145.b2286 511145.b2137 683
511145.b2286 511145.b2722 807
511145.b2286 511145.b2277 999
511145.b2286 511145.b3620 802
511145.b2286 511145.b1606 683
511145.b2286 511145.b0489 273
511145.b2286 511145.b2079 610
511145.b2286 511145.b2705 683
511145.b2286 511145.b2341 318
511145.b2286 511145.b2280 999
511145.b2286 511145.b4401 610
511145.b2286 511145.b2891 157
511145.b2286 511145.b1494 858
511145.b2286 511145.b3251 445
511145.b2286 511145.b0723 161
511145.b2286 511145.b2887 293
511145.b2286 511145.b2842 683
511145.b2286 511145.b0771 369
511145.b2286 511145.b2487 239
511145.b2286 511145.b2281 999
511145.b2286 511145.b1395 206
511145.b2286 511145.b4266 683
511145.b2286 511145.b3152 973
511145.b2286 511145.b4113 610
511145.b2286 511145.b0431 802
511145.b2286 511145.b2276 999
511145.b2286 511145.b3931 221
511145.b2286 511145.b3912 610
511145.b2286 511145.b4187 420
511145.b2286 511145.b2288 999
511145.b2286 511145.b2237 802
511145.b2286 511145.b3363 802
511145.b2286 511145.b1945 483
511145.b2286 511145.b0221 420
511145.b2286 511145.b1093 683
511145.b2287 511145.b1271 245
511145.b2287 511145.b1494 511
511145.b2287 511145.b2133 186
511145.b2287 511145.b0947 459
511145.b2287 511145.b2279 994
511145.b2287 511145.b2979 186
511145.b2287 511145.b1969 256
511145.b2287 511145.b4401 256
511145.b2287 511145.b2280 995
511145.b2287 511145.b1094 934
511145.b2287 511145.b3632 455
511145.b2287 511145.b2705 245
511145.b2287 511145.b2842 245
511145.b2287 511145.b3003 245
511145.b2287 511145.b0869 684
511145.b2287 511145.b0694 256
511145.b2287 511145.b4468 186
511145.b2287 511145.b2525 459
511145.b2287 511145.b3912 256
511145.b2287 511145.b2541 245
511145.b2287 511145.b2486 274
511145.b2287 511145.b2276 998
511145.b2287 511145.b0039 199
511145.b2287 511145.b0431 495
511145.b2287 511145.b2278 990
511145.b2287 511145.b2236 459
511145.b2287 511145.b4113 256
511145.b2287 511145.b3152 684
511145.b2287 511145.b4266 245
511145.b2287 511145.b2281 996
511145.b2287 511145.b1803 459
511145.b2287 511145.b2488 829
511145.b2287 511145.b1093 245
511145.b2287 511145.b0221 199
511145.b2287 511145.b3363 459
511145.b2287 511145.b2237 457
511145.b2287 511145.b1687 186
511145.b2287 511145.b0571 256
511145.b2287 511145.b2288 999
511145.b2287 511145.b4187 199
511145.b2287 511145.b2285 995
511145.b2287 511145.b2283 999
511145.b2287 511145.b1392 459
511145.b2287 511145.b3405 256
511145.b2287 511145.b4463 186
511145.b2287 511145.b2723 274
511145.b2287 511145.b0432 465
511145.b2287 511145.b3025 256
511145.b2287 511145.b2774 245
511145.b2287 511145.b1695 199
511145.b2287 511145.b3207 457
511145.b2287 511145.b0430 495
511145.b2287 511145.b1130 256
511145.b2287 511145.b4398 256
511145.b2287 511145.b4249 245
511145.b2287 511145.b1608 256
511145.b2287 511145.b1378 735
511145.b2287 511145.b2286 999
511145.b2287 511145.b4309 367
511145.b2287 511145.b2483 381
511145.b2287 511145.b2482 274
511145.b2287 511145.b0525 459
511145.b2287 511145.b0439 211
511145.b2287 511145.b3623 455
511145.b2287 511145.b4211 684
511145.b2287 511145.b2902 245
511145.b2287 511145.b0318 457
511145.b2287 511145.b2284 997
511145.b2287 511145.b2562 633
511145.b2287 511145.b3825 485
511145.b2287 511145.b1410 485
511145.b2287 511145.b0085 212
511145.b2287 511145.b2484 583
511145.b2287 511145.b0399 256
511145.b2287 511145.b0995 256
511145.b2287 511145.b2282 999
511145.b2287 511145.b4167 214
511145.b2287 511145.b2720 829
511145.b2287 511145.b4079 540
511145.b2287 511145.b3527 511
511145.b2287 511145.b0476 367
511145.b2287 511145.b3621 455
511145.b2287 511145.b2426 245
511145.b2287 511145.b2079 256
511145.b2287 511145.b0872 459
511145.b2287 511145.b1606 245
511145.b2287 511145.b3620 455
511145.b2287 511145.b1619 245
511145.b2287 511145.b2277 998
511145.b2287 511145.b0596 245
511145.b2287 511145.b2722 381
511145.b2287 511145.b2137 245
511145.b2287 511145.b1109 900
511145.b2288 511145.b0872 459
511145.b2288 511145.b3363 459
511145.b2288 511145.b1606 245
511145.b2288 511145.b2237 455
511145.b2288 511145.b3620 455
511145.b2288 511145.b2426 245
511145.b2288 511145.b1803 459
511145.b2288 511145.b2488 820
511145.b2288 511145.b1093 245
511145.b2288 511145.b2079 256
511145.b2288 511145.b2137 245
511145.b2288 511145.b1109 900
511145.b2288 511145.b2285 996
511145.b2288 511145.b1687 169
511145.b2288 511145.b0571 256
511145.b2288 511145.b1619 245
511145.b2288 511145.b3738 286
511145.b2288 511145.b0596 245
511145.b2288 511145.b2277 999
511145.b2288 511145.b2484 580
511145.b2288 511145.b0399 256
511145.b2288 511145.b0431 502
511145.b2288 511145.b0995 256
511145.b2288 511145.b2282 999
511145.b2288 511145.b2278 996
511145.b2288 511145.b2236 459
511145.b2288 511145.b2720 820
511145.b2288 511145.b4113 256
511145.b2288 511145.b4468 169
511145.b2288 511145.b2525 459
511145.b2288 511145.b3912 256
511145.b2288 511145.b2284 995
511145.b2288 511145.b2541 245
511145.b2288 511145.b3825 485
511145.b2288 511145.b2562 615
511145.b2288 511145.b2276 999
511145.b2288 511145.b1410 485
511145.b2288 511145.b3527 501
511145.b2288 511145.b0476 378
511145.b2288 511145.b2281 995
511145.b2288 511145.b3621 455
511145.b2288 511145.b3152 644
511145.b2288 511145.b4079 540
511145.b2288 511145.b4266 245
511145.b2288 511145.b0430 502
511145.b2288 511145.b4398 256
511145.b2288 511145.b1130 256
511145.b2288 511145.b1608 256
511145.b2288 511145.b4249 245
511145.b2288 511145.b1378 766
511145.b2288 511145.b2286 999
511145.b2288 511145.b3207 455
511145.b2288 511145.b2842 245
511145.b2288 511145.b0694 256
511145.b2288 511145.b0525 459
511145.b2288 511145.b4211 644
511145.b2288 511145.b3623 455
511145.b2288 511145.b2902 245
511145.b2288 511145.b0318 504
511145.b2288 511145.b4309 378
511145.b2288 511145.b3003 245
511145.b2288 511145.b0869 644
511145.b2288 511145.b2287 999
511145.b2288 511145.b2283 995
511145.b2288 511145.b0947 459
511145.b2288 511145.b2133 169
511145.b2288 511145.b1494 501
511145.b2288 511145.b1271 245
511145.b2288 511145.b2280 998
511145.b2288 511145.b3025 256
511145.b2288 511145.b1094 933
511145.b2288 511145.b2774 245
511145.b2288 511145.b3632 455
511145.b2288 511145.b2705 245
511145.b2288 511145.b2279 998
511145.b2288 511145.b1392 459
511145.b2288 511145.b3405 256
511145.b2288 511145.b4463 169
511145.b2288 511145.b2979 169
511145.b2288 511145.b1969 256
511145.b2288 511145.b4401 256
511145.b2288 511145.b0432 465
511145.b2289 511145.b2878 363
511145.b2290 511145.b0928 900
511145.b2290 511145.b2463 159
511145.b2290 511145.b0002 331
511145.b2290 511145.b3770 900
511145.b2290 511145.b3303 168
511145.b2290 511145.b3940 331
511145.b2290 511145.b3572 900
511145.b2291 511145.b3399 900
511145.b2291 511145.b2744 900
511145.b2291 511145.b1238 900
511145.b2291 511145.b0480 900
511145.b2291 511145.b4374 900
511145.b2292 511145.b0918 173
511145.b2293 511145.b2297 363
511145.b2293 511145.b2934 900
511145.b2293 511145.b1727 900
511145.b2293 511145.b3599 900
511145.b2293 511145.b2933 900
511145.b2294 511145.b2007 345
511145.b2296 511145.b0968 900
511145.b2296 511145.b2463 313
511145.b2296 511145.b3115 900
511145.b2296 511145.b2416 457
511145.b2296 511145.b2297 315
511145.b2296 511145.b2458 444
511145.b2297 511145.b3730 559
511145.b2297 511145.b2293 363
511145.b2297 511145.b2296 315
511145.b2297 511145.b3115 315
511145.b2297 511145.b4248 179
511145.b2297 511145.b2458 900
511145.b2297 511145.b4224 179
511145.b2297 511145.b0015 204
511145.b2298 511145.b0091 181
511145.b2299 511145.b0133 363
511145.b2300 511145.b0605 278
511145.b2300 511145.b0318 557
511145.b2301 511145.b0026 223
