protein1 protein2 combined_score
511145.b0047 511145.b3351 568
511145.b0047 511145.b4065 315
511145.b0047 511145.b0697 540
511145.b0047 511145.b1661 159
511145.b0047 511145.b4000 153
511145.b0048 511145.b1566 457
511145.b0048 511145.b0772 179
511145.b0048 511145.b1606 900
511145.b0048 511145.b4006 284
511145.b0048 511145.b3754 173
511145.b0048 511145.b4359 173
511145.b0048 511145.b4143 296
511145.b0048 511145.b3177 282
511145.b0048 511145.b1623 217
511145.b0048 511145.b2827 372
511145.b0048 511145.b0424 151
511145.b0048 511145.b2551 286
511145.b0049 511145.b4143 340
511145.b0049 511145.b0649 220
511145.b0049 511145.b1009 455
511145.b0049 511145.b3648 459
511145.b0049 511145.b3649 214
511145.b0049 511145.b3887 158
511145.b0049 511145.b0059 536
511145.b0049 511145.b3412 455
511145.b0049 511145.b3988 246
511145.b0049 511145.b0797 186
511145.b0049 511145.b3985 306
511145.b0049 511145.b2022 286
511145.b0049 511145.b0686 455
511145.b0049 511145.b4006 177
511145.b0049 511145.b3486 223
511145.b0049 511145.b2069 275
511145.b0049 511145.b3320 302
511145.b0049 511145.b2708 201
511145.b0049 511145.b0646 220
511145.b0049 511145.b3987 262
511145.b0049 511145.b3256 161
511145.b0049 511145.b0474 472
511145.b0049 511145.b3207 481
511145.b0049 511145.b3639 282
511145.b0049 511145.b2032 212
511145.b0049 511145.b2050 212
511145.b0049 511145.b2263 455
511145.b0049 511145.b0525 183
511145.b0049 511145.b3295 260
511145.b0049 511145.b0318 941
511145.b0049 511145.b3347 599
511145.b0049 511145.b3631 212
511145.b0049 511145.b4065 309
511145.b0049 511145.b1779 155
511145.b0049 511145.b2275 220
511145.b0049 511145.b3532 220
511145.b0049 511145.b4207 599
511145.b0049 511145.b2576 186
511145.b0049 511145.b0349 455
511145.b0049 511145.b4179 261
511145.b0049 511145.b0014 275
511145.b0049 511145.b2274 220
511145.b0049 511145.b3363 183
511145.b0049 511145.b2237 481
511145.b0049 511145.b0650 275
511145.b0049 511145.b3630 212
511145.b0049 511145.b2072 301
511145.b0049 511145.b2514 277
511145.b0049 511145.b1343 186
511145.b0049 511145.b2522 220
511145.b0049 511145.b0794 223
511145.b0049 511145.b2526 275
511145.b0049 511145.b2034 212
511145.b0049 511145.b2044 212
511145.b0049 511145.b2057 212
511145.b0049 511145.b3162 186
511145.b0049 511145.b3780 186
511145.b0049 511145.b2851 220
511145.b0049 511145.b0127 223
511145.b0049 511145.b2779 462
511145.b0049 511145.b1411 316
511145.b0049 511145.b3628 212
511145.b0051 511145.b3314 881
511145.b0051 511145.b4475 493
511145.b0051 511145.b0911 369
511145.b0051 511145.b0148 284
511145.b0051 511145.b3297 897
511145.b0051 511145.b2696 626
511145.b0051 511145.b4200 861
511145.b0051 511145.b3316 886
511145.b0051 511145.b3341 897
511145.b0051 511145.b3065 800
511145.b0051 511145.b2609 861
511145.b0051 511145.b4179 256
511145.b0051 511145.b3298 896
511145.b0051 511145.b3230 878
511145.b0051 511145.b2518 244
511145.b0051 511145.b1804 260
511145.b0051 511145.b3296 890
511145.b0051 511145.b3306 893
511145.b0051 511145.b3363 171
511145.b0051 511145.b3321 904
511145.b0051 511145.b1092 454
511145.b0051 511145.b3165 904
511145.b0051 511145.b3170 900
511145.b0051 511145.b4202 800
511145.b0051 511145.b0525 171
511145.b0051 511145.b3863 313
511145.b0051 511145.b3342 896
511145.b0051 511145.b2566 631
511145.b0051 511145.b3311 895
511145.b0051 511145.b3166 444
511145.b0051 511145.b4143 240
511145.b0051 511145.b3303 904
511145.b0051 511145.b3307 895
511145.b0051 511145.b0023 809
511145.b0051 511145.b2517 416
511145.b0051 511145.b1413 284
511145.b0051 511145.b3319 465
511145.b0051 511145.b0029 248
511145.b0051 511145.b0169 898
511145.b0052 511145.b0044 154
511145.b0052 511145.b2564 376
511145.b0053 511145.b3981 473
511145.b0053 511145.b0525 154
511145.b0053 511145.b2512 526
511145.b0053 511145.b0177 858
511145.b0053 511145.b3987 150
511145.b0053 511145.b3300 463
511145.b0053 511145.b2215 209
511145.b0053 511145.b1256 266
511145.b0053 511145.b0957 366
511145.b0053 511145.b0098 702
511145.b0053 511145.b1078 245
511145.b0053 511145.b1202 212
511145.b0053 511145.b3363 154
511145.b0053 511145.b3414 313
511145.b0053 511145.b0814 390
511145.b0053 511145.b0161 395
511145.b0053 511145.b0827 255
511145.b0054 511145.b3200 996
511145.b0054 511145.b3199 955
511145.b0054 511145.b4143 201
511145.b0054 511145.b4261 954
511145.b0054 511145.b0093 265
511145.b0054 511145.b3201 978
511145.b0054 511145.b4262 962
511145.b0054 511145.b0641 999
511145.b0055 511145.b2529 337
511145.b0055 511145.b0014 392
511145.b0055 511145.b2614 315
511145.b0055 511145.b2526 166
511145.b0055 511145.b0650 166
511145.b0058 511145.b3363 284
511145.b0058 511145.b4022 437
511145.b0058 511145.b3310 374
511145.b0058 511145.b1343 224
511145.b0058 511145.b3865 459
511145.b0058 511145.b3651 280
511145.b0058 511145.b3301 426
511145.b0058 511145.b2576 224
511145.b0058 511145.b0637 457
511145.b0058 511145.b2581 280
511145.b0058 511145.b2745 459
511145.b0058 511145.b0885 150
511145.b0058 511145.b3294 456
511145.b0058 511145.b3983 453
511145.b0058 511145.b3309 374
511145.b0058 511145.b3162 224
511145.b0058 511145.b3186 456
511145.b0058 511145.b3780 224
511145.b0058 511145.b1094 459
511145.b0058 511145.b0398 154
511145.b0058 511145.b0797 224
511145.b0058 511145.b4180 280
511145.b0058 511145.b1000 282
511145.b0058 511145.b3706 459
511145.b0058 511145.b0525 284
511145.b0058 511145.b1559 282
511145.b0058 511145.b3320 394
511145.b0058 511145.b0015 282
511145.b0058 511145.b3231 416
511145.b0059 511145.b0231 433
511145.b0059 511145.b3987 990
511145.b0059 511145.b2066 790
511145.b0059 511145.b4109 183
511145.b0059 511145.b0049 536
511145.b0059 511145.b2069 324
511145.b0059 511145.b3780 430
511145.b0059 511145.b2779 463
511145.b0059 511145.b3983 259
511145.b0059 511145.b2275 313
511145.b0059 511145.b1274 281
511145.b0059 511145.b1763 281
511145.b0059 511145.b3340 197
511145.b0059 511145.b1343 430
511145.b0059 511145.b2522 313
511145.b0059 511145.b3030 293
511145.b0059 511145.b3699 293
511145.b0059 511145.b1808 545
511145.b0059 511145.b2184 826
511145.b0059 511145.b3982 396
511145.b0059 511145.b0474 453
511145.b0059 511145.b3295 989
511145.b0059 511145.b0318 544
511145.b0059 511145.b3407 273
511145.b0059 511145.b3988 953
511145.b0059 511145.b0797 430
511145.b0059 511145.b2851 313
511145.b0059 511145.b0398 254
511145.b0059 511145.b2798 745
511145.b0059 511145.b0014 324
511145.b0059 511145.b2274 313
511145.b0059 511145.b0646 313
511145.b0059 511145.b0948 157
511145.b0059 511145.b0060 313
511145.b0059 511145.b3648 468
511145.b0059 511145.b0397 151
511145.b0059 511145.b3701 655
511145.b0059 511145.b3783 224
511145.b0059 511145.b3309 158
511145.b0059 511145.b1184 344
511145.b0059 511145.b1411 225
511145.b0059 511145.b2733 308
511145.b0059 511145.b3822 502
511145.b0059 511145.b2699 545
511145.b0059 511145.b3863 802
511145.b0059 511145.b3207 233
511145.b0059 511145.b3318 158
511145.b0059 511145.b0799 545
511145.b0059 511145.b3732 278
511145.b0059 511145.b0649 313
511145.b0059 511145.b3649 992
511145.b0059 511145.b0119 440
511145.b0059 511145.b2526 324
511145.b0059 511145.b3162 430
511145.b0059 511145.b3169 451
511145.b0059 511145.b1120 164
511145.b0059 511145.b3532 313
511145.b0059 511145.b2576 430
511145.b0059 511145.b2237 233
511145.b0059 511145.b0650 324
511145.b0060 511145.b0799 288
511145.b0060 511145.b2733 312
511145.b0060 511145.b3532 265
511145.b0060 511145.b2275 265
511145.b0060 511145.b2567 195
511145.b0060 511145.b0649 265
511145.b0060 511145.b3701 975
511145.b0060 511145.b0059 313
511145.b0060 511145.b2274 265
511145.b0060 511145.b3822 208
511145.b0060 511145.b3988 203
511145.b0060 511145.b2522 265
511145.b0060 511145.b1282 161
511145.b0060 511145.b2699 295
511145.b0060 511145.b0231 770
511145.b0060 511145.b3030 150
511145.b0060 511145.b1099 828
511145.b0060 511145.b3699 150
511145.b0060 511145.b0646 265
511145.b0060 511145.b0215 175
511145.b0060 511145.b3560 171
511145.b0060 511145.b2819 211
511145.b0060 511145.b1808 288
511145.b0060 511145.b2851 265
511145.b0060 511145.b1184 770
511145.b0060 511145.b3863 819
511145.b0060 511145.b4052 349
511145.b0060 511145.b2798 774
511145.b0060 511145.b2272 211
511145.b0061 511145.b3583 900
511145.b0061 511145.b4198 900
511145.b0064 511145.b1735 508
511145.b0064 511145.b3905 508
511145.b0064 511145.b1837 155
511145.b0064 511145.b3067 508
511145.b0064 511145.b2382 508
511145.b0064 511145.b4043 508
511145.b0064 511145.b2664 191
511145.b0064 511145.b3811 457
511145.b0065 511145.b0211 154
511145.b0066 511145.b1858 540
511145.b0066 511145.b1516 540
511145.b0066 511145.b3540 540
511145.b0066 511145.b0810 540
511145.b0066 511145.b0262 360
511145.b0066 511145.b1709 540
511145.b0066 511145.b3269 540
511145.b0066 511145.b2307 540
511145.b0066 511145.b4288 540
511145.b0066 511145.b0697 540
511145.b0066 511145.b1329 540
511145.b0066 511145.b0856 540
511145.b0066 511145.b0811 540
511145.b0066 511145.b2306 540
511145.b0066 511145.b0765 540
511145.b0066 511145.b2417 540
511145.b0066 511145.b0653 540
511145.b0066 511145.b1116 540
511145.b0066 511145.b0936 540
511145.b0066 511145.b2149 540
511145.b0066 511145.b0153 540
511145.b0066 511145.b3456 540
511145.b0066 511145.b0654 540
511145.b0066 511145.b3455 540
511145.b0066 511145.b1487 540
511145.b0066 511145.b4034 540
511145.b0066 511145.b3566 540
511145.b0066 511145.b4290 540
511145.b0066 511145.b0887 540
511145.b0066 511145.b3567 540
511145.b0066 511145.b4513 540
511145.b0066 511145.b0914 540
511145.b0066 511145.b2423 540
511145.b0066 511145.b0862 540
511145.b0066 511145.b0860 540
511145.b0066 511145.b1290 540
511145.b0066 511145.b3458 540
511145.b0066 511145.b0696 540
511145.b0066 511145.b3727 540
511145.b0066 511145.b0794 540
511145.b0066 511145.b3271 540
511145.b0066 511145.b2422 540
511145.b0066 511145.b4230 540
511145.b0066 511145.b1292 540
511145.b0066 511145.b2308 540
511145.b0066 511145.b2128 540
511145.b0066 511145.b1920 540
511145.b0066 511145.b2130 540
511145.b0066 511145.b0067 956
511145.b0066 511145.b1125 540
511145.b0066 511145.b0128 360
511145.b0066 511145.b1443 540
511145.b0066 511145.b0152 540
511145.b0066 511145.b2548 540
511145.b0066 511145.b0588 540
511145.b0066 511145.b0151 540
511145.b0066 511145.b3477 540
511145.b0066 511145.b3485 360
511145.b0066 511145.b0857 540
511145.b0066 511145.b3479 540
511145.b0066 511145.b3457 540
511145.b0066 511145.b2198 540
511145.b0066 511145.b2199 540
511145.b0066 511145.b1117 540
511145.b0066 511145.b0855 540
511145.b0066 511145.b2148 540
511145.b0066 511145.b4033 540
511145.b0066 511145.b3728 540
511145.b0066 511145.b2310 540
511145.b0066 511145.b1319 540
511145.b0066 511145.b3194 360
511145.b0066 511145.b2129 540
511145.b0066 511145.b1311 540
511145.b0066 511145.b3451 540
511145.b0066 511145.b0367 540
511145.b0066 511145.b1246 540
511145.b0066 511145.b3201 540
511145.b0066 511145.b2309 540
511145.b0066 511145.b0832 540
511145.b0066 511145.b1244 540
511145.b0066 511145.b4035 540
511145.b0066 511145.b2547 540
511145.b0066 511145.b2180 540
511145.b0066 511145.b3541 540
511145.b0066 511145.b0886 540
511145.b0066 511145.b1755 540
511145.b0066 511145.b3450 540
511145.b0066 511145.b0198 540
511145.b0066 511145.b3460 540
511145.b0066 511145.b0809 540
511145.b0066 511145.b0792 540
511145.b0066 511145.b2150 540
511145.b0066 511145.b0590 540
511145.b0066 511145.b3749 540
511145.b0066 511145.b1293 540
511145.b0066 511145.b2677 540
511145.b0066 511145.b1918 540
511145.b0066 511145.b1441 540
511145.b0066 511145.b2131 540
511145.b0066 511145.b2197 540
511145.b0066 511145.b4485 540
511145.b0066 511145.b1486 540
511145.b0066 511145.b1901 540
511145.b0066 511145.b3480 540
511145.b0066 511145.b0366 540
511145.b0066 511145.b1124 540
511145.b0066 511145.b2177 540
511145.b0066 511145.b0197 540
511145.b0066 511145.b2211 540
511145.b0066 511145.b2200 540
511145.b0066 511145.b4032 540
511145.b0066 511145.b3454 540
511145.b0066 511145.b0068 900
511145.b0066 511145.b1485 540
511145.b0066 511145.b2201 540
511145.b0066 511145.b1126 540
511145.b0066 511145.b1312 540
511145.b0066 511145.b4227 540
511145.b0066 511145.b3486 360
511145.b0066 511145.b0861 540
511145.b0066 511145.b0764 540
511145.b0066 511145.b3544 540
511145.b0066 511145.b3568 540
511145.b0066 511145.b4289 540
511145.b0066 511145.b0652 540
511145.b0066 511145.b1754 540
511145.b0066 511145.b4087 540
511145.b0066 511145.b3725 540
511145.b0066 511145.b0365 540
511145.b0066 511145.b2546 540
511145.b0066 511145.b0760 540
511145.b0066 511145.b1294 540
511145.b0066 511145.b0933 540
511145.b0066 511145.b1513 540
511145.b0066 511145.b4231 540
511145.b0066 511145.b0864 540
511145.b0066 511145.b3270 540
511145.b0066 511145.b3542 540
511145.b0066 511145.b0830 540
511145.b0066 511145.b0589 540
511145.b0066 511145.b0199 540
511145.b0066 511145.b3917 540
511145.b0066 511145.b1859 540
511145.b0066 511145.b3543 540
511145.b0066 511145.b0655 540
511145.b0066 511145.b4460 540
511145.b0066 511145.b1917 540
511145.b0066 511145.b3020 360
511145.b0066 511145.b1243 540
511145.b0066 511145.b2179 540
511145.b0066 511145.b2679 540
511145.b0066 511145.b0592 540
511145.b0066 511145.b1310 540
511145.b0066 511145.b1247 540
511145.b0066 511145.b1900 540
511145.b0066 511145.b4287 540
511145.b0066 511145.b0763 540
511145.b0066 511145.b3751 540
511145.b0066 511145.b1442 540
511145.b0066 511145.b2678 540
511145.b0066 511145.b4262 540
511145.b0066 511145.b0793 540
511145.b0066 511145.b1484 540
511145.b0066 511145.b3478 540
511145.b0066 511145.b1514 540
511145.b0066 511145.b2178 540
511145.b0066 511145.b3453 540
511145.b0066 511145.b1857 540
511145.b0066 511145.b1711 540
511145.b0066 511145.b4261 540
511145.b0066 511145.b1515 540
511145.b0066 511145.b2425 540
511145.b0066 511145.b0863 540
511145.b0066 511145.b0934 540
511145.b0066 511145.b1483 540
511145.b0066 511145.b4086 540
511145.b0066 511145.b0698 540
511145.b0066 511145.b4105 360
511145.b0066 511145.b0158 540
511145.b0066 511145.b3476 540
511145.b0066 511145.b3452 540
511145.b0066 511145.b1291 540
511145.b0066 511145.b0854 540
511145.b0066 511145.b1245 540
511145.b0066 511145.b4088 540
511145.b0066 511145.b0829 540
511145.b0066 511145.b1756 540
511145.b0066 511145.b1440 540
511145.b0066 511145.b3726 540
511145.b0066 511145.b1118 540
511145.b0066 511145.b2424 540
511145.b0066 511145.b3750 540
511145.b0066 511145.b0831 540
511145.b0067 511145.b2199 540
511145.b0067 511145.b1117 540
511145.b0067 511145.b2198 540
511145.b0067 511145.b3457 540
511145.b0067 511145.b0857 540
511145.b0067 511145.b3479 540
511145.b0067 511145.b3477 540
511145.b0067 511145.b3485 360
511145.b0067 511145.b0151 540
511145.b0067 511145.b0367 540
511145.b0067 511145.b1246 540
511145.b0067 511145.b3451 540
511145.b0067 511145.b3194 360
511145.b0067 511145.b2129 540
511145.b0067 511145.b1311 540
511145.b0067 511145.b1319 540
511145.b0067 511145.b3728 540
511145.b0067 511145.b2310 540
511145.b0067 511145.b2148 540
511145.b0067 511145.b4033 540
511145.b0067 511145.b0855 584
511145.b0067 511145.b2180 540
511145.b0067 511145.b3541 540
511145.b0067 511145.b2547 540
511145.b0067 511145.b4035 540
511145.b0067 511145.b1244 540
511145.b0067 511145.b3201 540
511145.b0067 511145.b2309 540
511145.b0067 511145.b0832 540
511145.b0067 511145.b0792 540
511145.b0067 511145.b0809 540
511145.b0067 511145.b3460 540
511145.b0067 511145.b0198 540
511145.b0067 511145.b3450 540
511145.b0067 511145.b0886 540
511145.b0067 511145.b1755 540
511145.b0067 511145.b2306 540
511145.b0067 511145.b0765 540
511145.b0067 511145.b0811 540
511145.b0067 511145.b0856 540
511145.b0067 511145.b1329 540
511145.b0067 511145.b0697 540
511145.b0067 511145.b3269 540
511145.b0067 511145.b2307 540
511145.b0067 511145.b4288 540
511145.b0067 511145.b0810 540
511145.b0067 511145.b0262 421
511145.b0067 511145.b1709 540
511145.b0067 511145.b3540 540
511145.b0067 511145.b1516 540
511145.b0067 511145.b1858 540
511145.b0067 511145.b3566 540
511145.b0067 511145.b0887 540
511145.b0067 511145.b4290 540
511145.b0067 511145.b1487 540
511145.b0067 511145.b4034 540
511145.b0067 511145.b0654 540
511145.b0067 511145.b3455 540
511145.b0067 511145.b3456 540
511145.b0067 511145.b0153 540
511145.b0067 511145.b1116 540
511145.b0067 511145.b0936 540
511145.b0067 511145.b2149 540
511145.b0067 511145.b0653 540
511145.b0067 511145.b2417 540
511145.b0067 511145.b2308 540
511145.b0067 511145.b0794 565
511145.b0067 511145.b3271 540
511145.b0067 511145.b4230 540
511145.b0067 511145.b2422 540
511145.b0067 511145.b1292 540
511145.b0067 511145.b3727 540
511145.b0067 511145.b1290 540
511145.b0067 511145.b0696 540
511145.b0067 511145.b3458 540
511145.b0067 511145.b0860 540
511145.b0067 511145.b0914 540
511145.b0067 511145.b4513 540
511145.b0067 511145.b2423 540
511145.b0067 511145.b0862 540
511145.b0067 511145.b3567 540
511145.b0067 511145.b2548 540
511145.b0067 511145.b0588 540
511145.b0067 511145.b0128 360
511145.b0067 511145.b1443 540
511145.b0067 511145.b0152 540
511145.b0067 511145.b1125 540
511145.b0067 511145.b2130 540
511145.b0067 511145.b2128 540
511145.b0067 511145.b1920 540
511145.b0067 511145.b0793 540
511145.b0067 511145.b1484 540
511145.b0067 511145.b4262 540
511145.b0067 511145.b0763 540
511145.b0067 511145.b2678 540
511145.b0067 511145.b1442 540
511145.b0067 511145.b3751 540
511145.b0067 511145.b4287 540
511145.b0067 511145.b1247 540
511145.b0067 511145.b1900 540
511145.b0067 511145.b1310 540
511145.b0067 511145.b0719 157
511145.b0067 511145.b0592 540
511145.b0067 511145.b4261 540
511145.b0067 511145.b1711 540
511145.b0067 511145.b1857 540
511145.b0067 511145.b2178 540
511145.b0067 511145.b3453 540
511145.b0067 511145.b3478 540
511145.b0067 511145.b1514 540
511145.b0067 511145.b1245 540
511145.b0067 511145.b4088 540
511145.b0067 511145.b1291 540
511145.b0067 511145.b3452 540
511145.b0067 511145.b0854 540
511145.b0067 511145.b3476 540
511145.b0067 511145.b4086 540
511145.b0067 511145.b0698 540
511145.b0067 511145.b4105 360
511145.b0067 511145.b0158 540
511145.b0067 511145.b0934 540
511145.b0067 511145.b1483 540
511145.b0067 511145.b2425 540
511145.b0067 511145.b0863 540
511145.b0067 511145.b1515 540
511145.b0067 511145.b3750 540
511145.b0067 511145.b0831 540
511145.b0067 511145.b2424 540
511145.b0067 511145.b1118 540
511145.b0067 511145.b3726 540
511145.b0067 511145.b1440 540
511145.b0067 511145.b0829 540
511145.b0067 511145.b1756 540
511145.b0067 511145.b1486 540
511145.b0067 511145.b3480 540
511145.b0067 511145.b1901 540
511145.b0067 511145.b2197 540
511145.b0067 511145.b4485 540
511145.b0067 511145.b2131 540
511145.b0067 511145.b2677 540
511145.b0067 511145.b1918 540
511145.b0067 511145.b1441 584
511145.b0067 511145.b2150 540
511145.b0067 511145.b0590 540
511145.b0067 511145.b3749 540
511145.b0067 511145.b1293 540
511145.b0067 511145.b1485 540
511145.b0067 511145.b0068 900
511145.b0067 511145.b3454 540
511145.b0067 511145.b2201 540
511145.b0067 511145.b0066 956
511145.b0067 511145.b4032 540
511145.b0067 511145.b2211 540
511145.b0067 511145.b2200 540
511145.b0067 511145.b0197 540
511145.b0067 511145.b2177 540
511145.b0067 511145.b0366 540
